"","artistic","conventional","enterprising","investigative","realisitc","social","income","link","full_title","career_cluster","career_pathway","soc","title","link2"
"523",95,28,45,17,22,17,50590,"https://www.onetonline.org/link/details/27-2041.04","27-2041.04 - Music Composers and Arrangers","Arts, Audio/Video Technology & Communications","Performing Arts","27-2041.00","Music Directors and Composers","https://www.onetonline.org/link/details/27-2041.04"
"524",6,67,95,33,45,39,50700,"https://www.onetonline.org/link/details/33-9021.00","33-9021.00 - Private Detectives and Investigators","Law, Public Safety, Corrections & Security","Law Enforcement Services","33-9021.00","Private Detectives and Investigators","https://www.onetonline.org/link/details/33-9021.00"
"525",0,33,11,28,100,0,50860,"https://www.onetonline.org/link/details/49-3042.00","49-3042.00 - Mobile Heavy Equipment Mechanics, Except Engines","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","https://www.onetonline.org/link/details/49-3042.00"
"526",17,78,72,50,0,17,51330,"https://www.onetonline.org/link/details/23-1012.00","23-1012.00 - Judicial Law Clerks","Law, Public Safety, Corrections & Security","Legal Services","23-1012.00","Judicial Law Clerks","https://www.onetonline.org/link/details/23-1012.00"
"527",6,56,6,61,100,6,51360,"https://www.onetonline.org/link/details/49-9041.00","49-9041.00 - Industrial Machinery Mechanics","Manufacturing","Maintenance, Installation & Repair","49-9041.00","Industrial Machinery Mechanics","https://www.onetonline.org/link/details/49-9041.00"
"528",11,22,61,0,89,33,51370,"https://www.onetonline.org/link/details/27-2021.00","27-2021.00 - Athletes and Sports Competitors","Hospitality & Tourism","Recreation, Amusements & Attractions","27-2021.00","Athletes and Sports Competitors","https://www.onetonline.org/link/details/27-2021.00"
"529",22,61,67,22,6,95,51410,"https://www.onetonline.org/link/details/21-1092.00","21-1092.00 - Probation Officers and Correctional Treatment Specialists","Law, Public Safety, Corrections & Security","Correction Services","21-1092.00","Probation Officers and Correctional Treatment Specialists","https://www.onetonline.org/link/details/21-1092.00"
"530",95,6,72,11,33,33,51500,"https://www.onetonline.org/link/details/27-1025.00","27-1025.00 - Interior Designers","Architecture & Construction","Design/Pre-Construction","27-1025.00","Interior Designers","https://www.onetonline.org/link/details/27-1025.00"
"531",17,6,28,28,45,100,51530,"https://www.onetonline.org/link/details/29-9099.01","29-9099.01 - Midwives","Health Science","Therapeutic Services","29-9099.00","Healthcare Practitioners and Technical Workers, All Other","https://www.onetonline.org/link/details/29-9099.01"
"532",17,6,28,28,45,100,51530,"https://www.onetonline.org/link/details/29-9099.01","29-9099.01 - Midwives","Health Science","Therapeutic Services","29-9099.01","Midwives","https://www.onetonline.org/link/details/29-9099.01"
"533",28,22,39,28,72,100,51600,"https://www.onetonline.org/link/details/25-1194.00","25-1194.00 - Vocational Education Teachers, Postsecondary","Education & Training","Teaching/Training","25-1194.00","Vocational Education Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1194.00"
"534",0,22,11,11,100,0,51620,"https://www.onetonline.org/link/details/47-2082.00","47-2082.00 - Tapers","Architecture & Construction","Construction","47-2082.00","Tapers","https://www.onetonline.org/link/details/47-2082.00"
"535",28,72,22,67,83,0,51620,"https://www.onetonline.org/link/details/17-3022.00","17-3022.00 - Civil Engineering Technicians","Architecture & Construction","Design/Pre-Construction","17-3022.00","Civil Engineering Technicians","https://www.onetonline.org/link/details/17-3022.00"
"536",11,95,22,72,33,39,51760,"https://www.onetonline.org/link/details/25-4011.00","25-4011.00 - Archivists","Education & Training","Professional Support Services","25-4011.00","Archivists","https://www.onetonline.org/link/details/25-4011.00"
"537",22,56,17,89,72,22,51770,"https://www.onetonline.org/link/details/29-2011.01","29-2011.01 - Cytogenetic Technologists","Health Science","Diagnostic Services","29-2011.01","Cytogenetic Technologists","https://www.onetonline.org/link/details/29-2011.01"
"538",11,39,11,95,67,11,51770,"https://www.onetonline.org/link/details/29-2011.02","29-2011.02 - Cytotechnologists","Health Science","Diagnostic Services","29-2011.02","Cytotechnologists","https://www.onetonline.org/link/details/29-2011.02"
"539",6,61,11,72,100,6,51770,"https://www.onetonline.org/link/details/29-2011.03","29-2011.03 - Histotechnologists and Histologic Technicians","Health Science","Diagnostic Services","29-2011.03","Histotechnologists and Histologic Technicians","https://www.onetonline.org/link/details/29-2011.03"
"540",11,56,11,78,78,50,51770,"https://www.onetonline.org/link/details/29-2012.00","29-2012.00 - Medical and Clinical Laboratory Technicians","Health Science","Diagnostic Services","29-2012.00","Medical and Clinical Laboratory Technicians","https://www.onetonline.org/link/details/29-2012.00"
"541",11,61,28,100,78,17,51770,"https://www.onetonline.org/link/details/29-2011.00","29-2011.00 - Medical and Clinical Laboratory Technologists","Health Science","Diagnostic Services","29-2011.00","Medical and Clinical Laboratory Technologists","https://www.onetonline.org/link/details/29-2011.00"
"542",6,72,100,11,33,50,51800,"https://www.onetonline.org/link/details/11-9081.00","11-9081.00 - Lodging Managers","Hospitality & Tourism","Lodging","11-9081.00","Lodging Managers","https://www.onetonline.org/link/details/11-9081.00"
"543",11,56,100,0,33,72,51850,"https://www.onetonline.org/link/details/39-4031.00","39-4031.00 - Morticians, Undertakers, and Funeral Directors","Human Services","Personal Care Services","39-4031.00","Morticians, Undertakers, and Funeral Directors","https://www.onetonline.org/link/details/39-4031.00"
"544",11,72,100,11,56,56,52030,"https://www.onetonline.org/link/details/11-9051.00","11-9051.00 - Food Service Managers","Hospitality & Tourism","Restaurants and Food/Beverage Services","11-9051.00","Food Service Managers","https://www.onetonline.org/link/details/11-9051.00"
"545",61,28,50,22,17,100,52100,"https://www.onetonline.org/link/details/25-3011.00","25-3011.00 - Adult Basic and Secondary Education and Literacy Teachers and Instructors","Education & Training","Teaching/Training","25-3011.00","Adult Basic and Secondary Education and Literacy Teachers and Instructors","https://www.onetonline.org/link/details/25-3011.00"
"546",0,56,11,39,100,0,52200,"https://www.onetonline.org/link/details/53-7021.00","53-7021.00 - Crane and Tower Operators","Architecture & Construction","Construction","53-7021.00","Crane and Tower Operators","https://www.onetonline.org/link/details/53-7021.00"
"547",0,67,6,45,100,0,52260,"https://www.onetonline.org/link/details/53-7073.00","53-7073.00 - Wellhead Pumpers","Transportation, Distribution & Logistics","Transportation Operations","53-7073.00","Wellhead Pumpers","https://www.onetonline.org/link/details/53-7073.00"
"548",0,17,6,6,100,0,52270,"https://www.onetonline.org/link/details/47-5042.00","47-5042.00 - Mine Cutting and Channeling Machine Operators","Architecture & Construction","Construction","47-5042.00","Mine Cutting and Channeling Machine Operators","https://www.onetonline.org/link/details/47-5042.00"
"549",0,67,67,45,45,22,52360,"https://www.onetonline.org/link/details/53-2022.00","53-2022.00 - Airfield Operations Specialists","Transportation, Distribution & Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation","53-2022.00","Airfield Operations Specialists","https://www.onetonline.org/link/details/53-2022.00"
"550",50,50,6,56,100,0,52380,"https://www.onetonline.org/link/details/51-7032.00","51-7032.00 - Patternmakers, Wood","Manufacturing","Production","51-7032.00","Patternmakers, Wood","https://www.onetonline.org/link/details/51-7032.00"
"551",0,50,11,33,100,0,52420,"https://www.onetonline.org/link/details/53-7033.00","53-7033.00 - Loading Machine Operators, Underground Mining","Architecture & Construction","Construction","53-7033.00","Loading Machine Operators, Underground Mining","https://www.onetonline.org/link/details/53-7033.00"
"552",39,56,6,67,95,0,52480,"https://www.onetonline.org/link/details/51-4111.00","51-4111.00 - Tool and Die Makers","Manufacturing","Production","51-4111.00","Tool and Die Makers","https://www.onetonline.org/link/details/51-4111.00"
"553",11,67,100,11,22,39,52510,"https://www.onetonline.org/link/details/41-3099.01","41-3099.01 - Energy Brokers","Marketing","Professional Sales","41-3099.01","Energy Brokers","https://www.onetonline.org/link/details/41-3099.01"
"554",11,67,100,11,22,39,52510,"https://www.onetonline.org/link/details/41-3099.01","41-3099.01 - Energy Brokers","Marketing","Professional Sales","41-3099.00","Sales Representatives, Services, All Other","https://www.onetonline.org/link/details/41-3099.01"
"555",17,83,11,83,78,6,52550,"https://www.onetonline.org/link/details/51-4012.00","51-4012.00 - Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Manufacturing","Production","51-4012.00","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","https://www.onetonline.org/link/details/51-4012.00"
"556",6,33,17,17,100,0,52590,"https://www.onetonline.org/link/details/47-2152.01","47-2152.01 - Pipe Fitters and Steamfitters","Architecture & Construction","Construction","47-2152.01","Pipe Fitters and Steamfitters","https://www.onetonline.org/link/details/47-2152.01"
"557",11,67,22,56,100,0,52590,"https://www.onetonline.org/link/details/47-2152.02","47-2152.02 - Plumbers","Architecture & Construction","Construction","47-2152.02","Plumbers","https://www.onetonline.org/link/details/47-2152.02"
"558",6,33,17,17,100,0,52590,"https://www.onetonline.org/link/details/47-2152.01","47-2152.01 - Pipe Fitters and Steamfitters","Architecture & Construction","Construction","47-2152.00","Plumbers, Pipefitters, and Steamfitters","https://www.onetonline.org/link/details/47-2152.01"
"559",11,67,22,56,100,0,52590,"https://www.onetonline.org/link/details/47-2152.02","47-2152.02 - Plumbers","Architecture & Construction","Construction","47-2152.00","Plumbers, Pipefitters, and Steamfitters","https://www.onetonline.org/link/details/47-2152.02"
"560",6,33,17,33,100,0,52610,"https://www.onetonline.org/link/details/47-2221.00","47-2221.00 - Structural Iron and Steel Workers","Architecture & Construction","Construction","47-2221.00","Structural Iron and Steel Workers","https://www.onetonline.org/link/details/47-2221.00"
"561",78,56,22,61,72,6,52870,"https://www.onetonline.org/link/details/17-3011.01","17-3011.01 - Architectural Drafters","Architecture & Construction","Design/Pre-Construction","17-3011.00","Architectural and Civil Drafters","https://www.onetonline.org/link/details/17-3011.01"
"562",45,83,17,50,89,6,52870,"https://www.onetonline.org/link/details/17-3011.02","17-3011.02 - Civil Drafters","Architecture & Construction","Design/Pre-Construction","17-3011.00","Architectural and Civil Drafters","https://www.onetonline.org/link/details/17-3011.02"
"563",78,56,22,61,72,6,52870,"https://www.onetonline.org/link/details/17-3011.01","17-3011.01 - Architectural Drafters","Architecture & Construction","Design/Pre-Construction","17-3011.01","Architectural Drafters","https://www.onetonline.org/link/details/17-3011.01"
"564",45,83,17,50,89,6,52870,"https://www.onetonline.org/link/details/17-3011.02","17-3011.02 - Civil Drafters","Architecture & Construction","Design/Pre-Construction","17-3011.02","Civil Drafters","https://www.onetonline.org/link/details/17-3011.02"
"565",100,22,39,33,67,17,53090,"https://www.onetonline.org/link/details/27-1027.00","27-1027.00 - Set and Exhibit Designers","Arts, Audio/Video Technology & Communications","Visual Arts","27-1027.00","Set and Exhibit Designers","https://www.onetonline.org/link/details/27-1027.00"
"566",0,100,78,17,28,39,53130,"https://www.onetonline.org/link/details/13-2081.00","13-2081.00 - Tax Examiners and Collectors, and Revenue Agents","Government & Public Administration","Revenue and Taxation","13-2081.00","Tax Examiners and Collectors, and Revenue Agents","https://www.onetonline.org/link/details/13-2081.00"
"567",6,61,22,67,100,17,53380,"https://www.onetonline.org/link/details/49-2022.00","49-2022.00 - Telecommunications Equipment Installers and Repairers, Except Line Installers","Arts, Audio/Video Technology & Communications","Telecommunications","49-2022.00","Telecommunications Equipment Installers and Repairers, Except Line Installers","https://www.onetonline.org/link/details/49-2022.00"
"568",0,28,17,11,100,0,53510,"https://www.onetonline.org/link/details/51-2011.00","51-2011.00 - Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Manufacturing","Production","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","https://www.onetonline.org/link/details/51-2011.00"
"569",83,45,22,28,89,22,53550,"https://www.onetonline.org/link/details/27-4031.00","27-4031.00 - Camera Operators, Television, Video, and Motion Picture","Arts, Audio/Video Technology & Communications","Journalism and Broadcasting","27-4031.00","Camera Operators, Television, Video, and Motion Picture","https://www.onetonline.org/link/details/27-4031.00"
"570",50,39,11,28,0,100,53640,"https://www.onetonline.org/link/details/25-2051.00","25-2051.00 - Special Education Teachers, Preschool","Education & Training","Teaching/Training","25-2051.00","Special Education Teachers, Preschool","https://www.onetonline.org/link/details/25-2051.00"
"571",11,39,17,39,95,0,53670,"https://www.onetonline.org/link/details/51-4061.00","51-4061.00 - Model Makers, Metal and Plastic","Manufacturing","Production","51-4061.00","Model Makers, Metal and Plastic","https://www.onetonline.org/link/details/51-4061.00"
"572",0,56,100,6,61,22,53700,"https://www.onetonline.org/link/details/53-1021.00","53-1021.00 - First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Transportation, Distribution & Logistics","Transportation Operations","53-1021.00","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","https://www.onetonline.org/link/details/53-1021.00"
"573",0,78,100,11,61,17,53700,"https://www.onetonline.org/link/details/53-1031.00","53-1031.00 - First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","Transportation, Distribution & Logistics","Transportation Operations","53-1031.00","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","https://www.onetonline.org/link/details/53-1031.00"
"574",0,50,78,11,28,17,53700,"https://www.onetonline.org/link/details/53-1021.01","53-1021.01 - Recycling Coordinators","Transportation, Distribution & Logistics","Transportation Operations","53-1021.01","Recycling Coordinators","https://www.onetonline.org/link/details/53-1021.01"
"575",50,78,89,50,22,39,53770,"https://www.onetonline.org/link/details/25-4012.00","25-4012.00 - Curators","Education & Training","Professional Support Services","25-4012.00","Curators","https://www.onetonline.org/link/details/25-4012.00"
"576",0,50,22,22,95,6,53880,"https://www.onetonline.org/link/details/49-9081.00","49-9081.00 - Wind Turbine Service Technicians","Manufacturing","Maintenance, Installation & Repair","49-9081.00","Wind Turbine Service Technicians","https://www.onetonline.org/link/details/49-9081.00"
"577",39,28,56,39,11,100,53940,"https://www.onetonline.org/link/details/21-1091.00","21-1091.00 - Health Educators","Human Services","Family & Community Services","21-1091.00","Health Educators","https://www.onetonline.org/link/details/21-1091.00"
"578",0,39,50,17,100,17,53980,"https://www.onetonline.org/link/details/47-5012.00","47-5012.00 - Rotary Drill Operators, Oil and Gas","Architecture & Construction","Construction","47-5012.00","Rotary Drill Operators, Oil and Gas","https://www.onetonline.org/link/details/47-5012.00"
"579",11,33,6,33,100,0,53980,"https://www.onetonline.org/link/details/49-9044.00","49-9044.00 - Millwrights","Architecture & Construction","Maintenance/Operations","49-9044.00","Millwrights","https://www.onetonline.org/link/details/49-9044.00"
"580",0,78,72,45,33,6,54010,"https://www.onetonline.org/link/details/13-2021.01","13-2021.01 - Assessors","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate","https://www.onetonline.org/link/details/13-2021.01"
"581",0,78,83,17,45,22,54010,"https://www.onetonline.org/link/details/13-2021.02","13-2021.02 - Appraisers, Real Estate","Government & Public Administration","Revenue and Taxation","13-2021.00","Appraisers and Assessors of Real Estate","https://www.onetonline.org/link/details/13-2021.02"
"582",0,78,83,17,45,22,54010,"https://www.onetonline.org/link/details/13-2021.02","13-2021.02 - Appraisers, Real Estate","Government & Public Administration","Revenue and Taxation","13-2021.02","Appraisers, Real Estate","https://www.onetonline.org/link/details/13-2021.02"
"583",0,78,72,45,33,6,54010,"https://www.onetonline.org/link/details/13-2021.01","13-2021.01 - Assessors","Government & Public Administration","Revenue and Taxation","13-2021.01","Assessors","https://www.onetonline.org/link/details/13-2021.01"
"584",6,39,28,39,100,6,54110,"https://www.onetonline.org/link/details/47-2111.00","47-2111.00 - Electricians","Architecture & Construction","Construction","47-2111.00","Electricians","https://www.onetonline.org/link/details/47-2111.00"
"585",6,95,28,67,78,6,54190,"https://www.onetonline.org/link/details/19-4041.01","19-4041.01 - Geophysical Data Technicians","Agriculture, Food & Natural Resources","Natural Resources Systems","19-4041.00","Geological and Petroleum Technicians","https://www.onetonline.org/link/details/19-4041.01"
"586",0,45,11,78,83,0,54190,"https://www.onetonline.org/link/details/19-4041.02","19-4041.02 - Geological Sample Test Technicians","Agriculture, Food & Natural Resources","Natural Resources Systems","19-4041.00","Geological and Petroleum Technicians","https://www.onetonline.org/link/details/19-4041.02"
"587",0,45,11,78,83,0,54190,"https://www.onetonline.org/link/details/19-4041.02","19-4041.02 - Geological Sample Test Technicians","Agriculture, Food & Natural Resources","Natural Resources Systems","19-4041.02","Geological Sample Test Technicians","https://www.onetonline.org/link/details/19-4041.02"
"588",6,95,28,67,78,6,54190,"https://www.onetonline.org/link/details/19-4041.01","19-4041.01 - Geophysical Data Technicians","Agriculture, Food & Natural Resources","Natural Resources Systems","19-4041.01","Geophysical Data Technicians","https://www.onetonline.org/link/details/19-4041.01"
"589",61,28,39,22,11,100,54230,"https://www.onetonline.org/link/details/25-2012.00","25-2012.00 - Kindergarten Teachers, Except Special Education","Education & Training","Teaching/Training","25-2012.00","Kindergarten Teachers, Except Special Education","https://www.onetonline.org/link/details/25-2012.00"
"590",17,67,61,95,0,6,54270,"https://www.onetonline.org/link/details/19-3022.00","19-3022.00 - Survey Researchers","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-3022.00","Survey Researchers","https://www.onetonline.org/link/details/19-3022.00"
"591",11,67,39,89,67,6,54280,"https://www.onetonline.org/link/details/17-3026.00","17-3026.00 - Industrial Engineering Technicians","Manufacturing","Manufacturing Production Process Development","17-3026.00","Industrial Engineering Technicians","https://www.onetonline.org/link/details/17-3026.00"
"592",0,45,17,39,100,0,54620,"https://www.onetonline.org/link/details/47-5041.00","47-5041.00 - Continuous Mining Machine Operators","Architecture & Construction","Construction","47-5041.00","Continuous Mining Machine Operators","https://www.onetonline.org/link/details/47-5041.00"
"593",17,28,33,22,50,100,54800,"https://www.onetonline.org/link/details/25-2059.01","25-2059.01 - Adapted Physical Education Specialists","Education & Training","Teaching/Training","25-2059.01","Adapted Physical Education Specialists","https://www.onetonline.org/link/details/25-2059.01"
"594",17,28,33,22,50,100,54800,"https://www.onetonline.org/link/details/25-2059.01","25-2059.01 - Adapted Physical Education Specialists","Education & Training","Teaching/Training","25-2059.00","Special Education Teachers, All Other","https://www.onetonline.org/link/details/25-2059.01"
"595",11,28,33,83,50,83,54860,"https://www.onetonline.org/link/details/29-2092.00","29-2092.00 - Hearing Aid Specialists","Health Science","Therapeutic Services","29-2092.00","Hearing Aid Specialists","https://www.onetonline.org/link/details/29-2092.00"
"596",39,33,39,50,0,100,54870,"https://www.onetonline.org/link/details/21-1022.00","21-1022.00 - Healthcare Social Workers","Human Services","Family & Community Services","21-1022.00","Healthcare Social Workers","https://www.onetonline.org/link/details/21-1022.00"
"597",0,28,33,17,95,0,55060,"https://www.onetonline.org/link/details/49-9052.00","49-9052.00 - Telecommunications Line Installers and Repairers","Arts, Audio/Video Technology & Communications","Telecommunications","49-9052.00","Telecommunications Line Installers and Repairers","https://www.onetonline.org/link/details/49-9052.00"
"598",11,78,95,6,11,56,55060,"https://www.onetonline.org/link/details/43-1011.00","43-1011.00 - First-Line Supervisors of Office and Administrative Support Workers","Business Management & Administration","Administrative Support","43-1011.00","First-Line Supervisors of Office and Administrative Support Workers","https://www.onetonline.org/link/details/43-1011.00"
"599",22,89,39,11,6,28,55120,"https://www.onetonline.org/link/details/23-2091.00","23-2091.00 - Court Reporters","Law, Public Safety, Corrections & Security","Legal Services","23-2091.00","Court Reporters","https://www.onetonline.org/link/details/23-2091.00"
"600",39,50,22,50,95,0,55130,"https://www.onetonline.org/link/details/17-3013.00","17-3013.00 - Mechanical Drafters","Manufacturing","Manufacturing Production Process Development","17-3013.00","Mechanical Drafters","https://www.onetonline.org/link/details/17-3013.00"
"601",6,45,22,72,72,72,55270,"https://www.onetonline.org/link/details/29-2031.00","29-2031.00 - Cardiovascular Technologists and Technicians","Health Science","Diagnostic Services","29-2031.00","Cardiovascular Technologists and Technicians","https://www.onetonline.org/link/details/29-2031.00"
"602",6,45,28,45,95,6,55360,"https://www.onetonline.org/link/details/17-3027.01","17-3027.01 - Automotive Engineering Technicians","Manufacturing","Manufacturing Production Process Development","17-3027.01","Automotive Engineering Technicians","https://www.onetonline.org/link/details/17-3027.01"
"603",39,45,11,83,83,0,55360,"https://www.onetonline.org/link/details/17-3027.00","17-3027.00 - Mechanical Engineering Technicians","Manufacturing","Manufacturing Production Process Development","17-3027.00","Mechanical Engineering Technicians","https://www.onetonline.org/link/details/17-3027.00"
"604",45,39,45,39,0,100,55410,"https://www.onetonline.org/link/details/21-1012.00","21-1012.00 - Educational, Guidance, School, and Vocational Counselors","Education & Training","Professional Support Services","21-1012.00","Educational, Guidance, School, and Vocational Counselors","https://www.onetonline.org/link/details/21-1012.00"
"605",61,67,95,17,0,39,55640,"https://www.onetonline.org/link/details/13-1131.00","13-1131.00 - Fundraisers","Business Management & Administration","Operations Management","13-1131.00","Fundraisers","https://www.onetonline.org/link/details/13-1131.00"
"606",67,45,39,28,95,0,55810,"https://www.onetonline.org/link/details/27-4014.00","27-4014.00 - Sound Engineering Technicians","Arts, Audio/Video Technology & Communications","Journalism and Broadcasting","27-4014.00","Sound Engineering Technicians","https://www.onetonline.org/link/details/27-4014.00"
"607",0,61,17,50,100,0,55850,"https://www.onetonline.org/link/details/49-9012.00","49-9012.00 - Control and Valve Installers and Repairers, Except Mechanical Door","Architecture & Construction","Maintenance/Operations","49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","https://www.onetonline.org/link/details/49-9012.00"
"608",11,56,11,72,100,0,56000,"https://www.onetonline.org/link/details/49-2021.01","49-2021.01 - Radio Mechanics","Manufacturing","Maintenance, Installation & Repair","49-2021.01","Radio Mechanics","https://www.onetonline.org/link/details/49-2021.01"
"609",0,33,17,22,100,11,56000,"https://www.onetonline.org/link/details/49-2021.00","49-2021.00 - Radio, Cellular, and Tower Equipment Installers and Repairers","Manufacturing","Maintenance, Installation & Repair","49-2021.00","Radio, Cellular, and Tower Equipment Installers and Repairers","https://www.onetonline.org/link/details/49-2021.00"
"610",0,22,11,6,100,0,56060,"https://www.onetonline.org/link/details/47-4061.00","47-4061.00 - Rail-Track Laying and Maintenance Equipment Operators","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","47-4061.00","Rail-Track Laying and Maintenance Equipment Operators","https://www.onetonline.org/link/details/47-4061.00"
"611",0,50,17,33,83,6,56330,"https://www.onetonline.org/link/details/51-8099.01","51-8099.01 - Biofuels Processing Technicians","Manufacturing","Production","51-8099.01","Biofuels Processing Technicians","https://www.onetonline.org/link/details/51-8099.01"
"612",0,50,17,33,83,6,56330,"https://www.onetonline.org/link/details/51-8099.03","51-8099.03 - Biomass Plant Technicians","Manufacturing","Production","51-8099.03","Biomass Plant Technicians","https://www.onetonline.org/link/details/51-8099.03"
"613",0,45,11,33,83,6,56330,"https://www.onetonline.org/link/details/51-8099.04","51-8099.04 - Hydroelectric Plant Technicians","Manufacturing","Production","51-8099.04","Hydroelectric Plant Technicians","https://www.onetonline.org/link/details/51-8099.04"
"614",0,50,17,39,83,6,56330,"https://www.onetonline.org/link/details/51-8099.02","51-8099.02 - Methane/Landfill Gas Generation System Technicians","Manufacturing","Production","51-8099.02","Methane/Landfill Gas Generation System Technicians","https://www.onetonline.org/link/details/51-8099.02"
"615",0,50,17,33,83,6,56330,"https://www.onetonline.org/link/details/51-8099.01","51-8099.01 - Biofuels Processing Technicians","Manufacturing","Production","51-8099.00","Plant and System Operators, All Other","https://www.onetonline.org/link/details/51-8099.01"
"616",0,50,17,39,83,6,56330,"https://www.onetonline.org/link/details/51-8099.02","51-8099.02 - Methane/Landfill Gas Generation System Technicians","Manufacturing","Production","51-8099.00","Plant and System Operators, All Other","https://www.onetonline.org/link/details/51-8099.02"
"617",0,50,17,33,83,6,56330,"https://www.onetonline.org/link/details/51-8099.03","51-8099.03 - Biomass Plant Technicians","Manufacturing","Production","51-8099.00","Plant and System Operators, All Other","https://www.onetonline.org/link/details/51-8099.03"
"618",0,45,11,33,83,6,56330,"https://www.onetonline.org/link/details/51-8099.04","51-8099.04 - Hydroelectric Plant Technicians","Manufacturing","Production","51-8099.00","Plant and System Operators, All Other","https://www.onetonline.org/link/details/51-8099.04"
"619",11,33,17,67,100,45,56410,"https://www.onetonline.org/link/details/33-3031.00","33-3031.00 - Fish and Game Wardens","Law, Public Safety, Corrections & Security","Law Enforcement Services","33-3031.00","Fish and Game Wardens","https://www.onetonline.org/link/details/33-3031.00"
"620",6,78,100,0,39,39,56730,"https://www.onetonline.org/link/details/41-9021.00","41-9021.00 - Real Estate Brokers","Marketing","Professional Sales","41-9021.00","Real Estate Brokers","https://www.onetonline.org/link/details/41-9021.00"
"621",22,67,6,72,100,6,56740,"https://www.onetonline.org/link/details/17-3024.00","17-3024.00 - Electro-Mechanical Technicians","Manufacturing","Manufacturing Production Process Development","17-3024.00","Electro-Mechanical Technicians","https://www.onetonline.org/link/details/17-3024.00"
"622",17,33,11,56,95,0,56740,"https://www.onetonline.org/link/details/17-3024.01","17-3024.01 - Robotics Technicians","Manufacturing","Manufacturing Production Process Development","17-3024.01","Robotics Technicians","https://www.onetonline.org/link/details/17-3024.01"
"623",0,22,11,6,100,0,56890,"https://www.onetonline.org/link/details/53-7111.00","53-7111.00 - Mine Shuttle Car Operators","Transportation, Distribution & Logistics","Transportation Operations","53-7111.00","Mine Shuttle Car Operators","https://www.onetonline.org/link/details/53-7111.00"
"624",0,89,83,17,45,33,56970,"https://www.onetonline.org/link/details/41-4012.00","41-4012.00 - Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Marketing","Professional Sales","41-4012.00","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","https://www.onetonline.org/link/details/41-4012.00"
"625",0,89,39,6,78,33,57000,"https://www.onetonline.org/link/details/43-5052.00","43-5052.00 - Postal Service Mail Carriers","Business Management & Administration","Administrative Support","43-5052.00","Postal Service Mail Carriers","https://www.onetonline.org/link/details/43-5052.00"
"626",56,50,22,45,6,100,57160,"https://www.onetonline.org/link/details/25-2021.00","25-2021.00 - Elementary School Teachers, Except Special Education","Education & Training","Teaching/Training","25-2021.00","Elementary School Teachers, Except Special Education","https://www.onetonline.org/link/details/25-2021.00"
"627",22,61,28,72,100,0,57190,"https://www.onetonline.org/link/details/49-2094.00","49-2094.00 - Electrical and Electronics Repairers, Commercial and Industrial Equipment","Manufacturing","Maintenance, Installation & Repair","49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","https://www.onetonline.org/link/details/49-2094.00"
"628",0,100,22,0,61,6,57260,"https://www.onetonline.org/link/details/43-5053.00","43-5053.00 - Postal Service Mail Sorters, Processors, and Processing Machine Operators","Business Management & Administration","Administrative Support","43-5053.00","Postal Service Mail Sorters, Processors, and Processing Machine Operators","https://www.onetonline.org/link/details/43-5053.00"
"629",0,39,22,6,100,6,57260,"https://www.onetonline.org/link/details/53-4021.00","53-4021.00 - Railroad Brake, Signal, and Switch Operators","Transportation, Distribution & Logistics","Transportation Operations","53-4021.00","Railroad Brake, Signal, and Switch Operators","https://www.onetonline.org/link/details/53-4021.00"
"630",6,100,61,28,28,39,57410,"https://www.onetonline.org/link/details/43-6011.00","43-6011.00 - Executive Secretaries and Executive Administrative Assistants","Business Management & Administration","Administrative Support","43-6011.00","Executive Secretaries and Executive Administrative Assistants","https://www.onetonline.org/link/details/43-6011.00"
"631",11,28,22,50,72,95,57430,"https://www.onetonline.org/link/details/31-2021.00","31-2021.00 - Physical Therapist Assistants","Health Science","Therapeutic Services","31-2021.00","Physical Therapist Assistants","https://www.onetonline.org/link/details/31-2021.00"
"632",0,28,6,28,100,0,57460,"https://www.onetonline.org/link/details/49-3043.00","49-3043.00 - Rail Car Repairers","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-3043.00","Rail Car Repairers","https://www.onetonline.org/link/details/49-3043.00"
